PMID,Title
19228205,Cytochrome P450 2B6 516G--&amp;gt;T is associated with plasma concentrations of nevirapine at both 200 mg twice daily and 400 mg once daily in an ethnically diverse population.
22992668,Pharmacogenomics knowledge for personalized medicine.
12439223,Pharmacogenetic investigation of smoking cessation treatment.
19371316,CYP2B6 (c.516G--&amp;gt;T) and CYP2A6 (*9B and/or *17) polymorphisms are independent predictors of efavirenz plasma concentrations in HIV-infected patients.
29399716,Pharmacogenetics of post-transplant diabetes mellitus in children with renal transplantation treated with tacrolimus.
16609363,Relationship between hyperbilirubinaemia and UDP-glucuronosyltransferase 1A1 (UGT1A1) polymorphism in adult HIV-infected Thai patients treated with indinavir.
22210422,Impact of CYP3A5 genotype of recipients as well as donors on the tacrolimus pharmacokinetics and infectious complications after living-donor liver transplantation for Japanese adult recipients.
23530079,An in vivo drug screening model using glucose-6-phosphate dehydrogenase deficient mice to predict the hemolytic toxicity of 8-aminoquinolines.
24481458,Fat mass- and obesity-associated (FTO) gene and antipsychotic-induced weight gain: an association study.
15483195,In vitro characterization of clobazam metabolism by recombinant cytochrome P450 enzymes: importance of CYP2C19.
23133602,Pharmacogenetics of efficacy and safety of HCV treatment in HCV-HIV coinfected patients: significant associations with IL28B and SOCS3 gene variants.
25185591,Catechol-o-methyltransferase polymorphisms predict opioid consumption in postoperative pain.
19667110,Identification of genetic variants associated with response to statin therapy.
25115434,CYP2C19*17 increases clopidogrel-mediated platelet inhibition but does not alter the pharmacokinetics of the active metabolite of clopidogrel.
21398039,Influence from genetic variability on opioid use for cancer pain: a European genetic association study of 2294 cancer pain patients.
22723959,Paraoxonase-1 is not a major determinant of stent thrombosis in a Taiwanese population.
21068134,HCV substitutions and IL28B polymorphisms on outcome of peg-interferon plus ribavirin combination therapy.
24703092,"Influence of UGT2B7, OPRM1 and ABCB1 gene polymorphisms on postoperative morphine consumption."
19654083,[A severe G6PD deficiency revealed during a chemotherapy protocol including rasburicase].
10375803,Clomipramine N-demethylation metabolism in human liver microsomes.
17622941,Effect of drug transporter genotypes on pravastatin disposition in European- and African-American participants.
10471072,A rare G2061 insertion affecting the open reading frame of CYP2D6 and responsible for the poor metabolizer phenotype.
25898045,Neurotoxicity of generic anesthesia agents in infants and children: an orphan research question in search of a sponsor.
16103896,An association study of 43 SNPs in 16 candidate genes with atorvastatin response.
16522833,"Coffee, CYP1A2 genotype, and risk of myocardial infarction."
25851472,Patients with both CYP2C19 loss-of-function allele and peripheral endothelial dysfunction are significantly correlated with adverse cardiovascular events following coronary stent implantation.
25069381,Mechanisms and assessment of statin-related muscular adverse effects.
16609067,FCGR3A gene polymorphisms may correlate with response to frontline R-CHOP therapy for diffuse large B-cell lymphoma.
19018870,FCGR3A-158V/F polymorphism may correlate with the levels of immunoglobulin in patients with non-Hodgkin's lymphoma after rituximab treatment as an adjuvant to autologous stem cell transplantation.
23773341,An opposite-direction modulation of the COMT Val158Met polymorphism on the clinical response to intrathecal morphine and triptans.
19747927,Serotonin 1A receptor gene is associated with Japanese methamphetamine-induced psychosis patients.
29432897,Bleeding predictors in patients following venous thromboembolism treated with vitamin K antagonists: Association with increased number of single nucleotide polymorphisms.
20523342,IGF2BP2 variations influence repaglinide response and risk of type 2 diabetes in Chinese population.
22547144,"The PPAR alpha gene is associated with triglyceride, low-density cholesterol and inflammation marker response to fenofibrate intervention: the GOLDN study."
20809084,Association analysis of SLC30A8 rs13266634 and rs16889462 polymorphisms with type 2 diabetes mellitus and repaglinide response in Chinese patients.
26469045,Pharmacogenomics in the clinic.
23119086,Variants identified in a GWAS meta-analysis for blood lipids are associated with the lipid response to fenofibrate.
26004431,SLC47A1 gene rs2289669 G&amp;gt;A variants enhance the glucose-lowering effect of metformin via delaying its excretion in Chinese type 2 diabetes patients.
19034036,The beta2 adrenergic receptor Gln27Glu polymorphism affects insulin resistance in patients with heart failure: possible modulation by choice of beta blocker.
23095326,Association between serotonin transporter-linked polymorphic region and escitalopram antidepressant treatment response in Korean patients with major depressive disorder.
19606088,Increased mycophenolic acid exposure in stable kidney transplant recipients on tacrolimus as compared with those on sirolimus: implications for pharmacokinetics.
26670100,"Impact of IL28B, APOH and ITPA Polymorphisms on Efficacy and Safety of TVR- or BOC-Based Triple Therapy in Treatment-Experienced HCV-1 Patients with Compensated Cirrhosis from the ANRS CO20-CUPIC Study."
27027462,Genetic Predisposition to Poor Opioid Response in Preterm Infants: Impact of KCNJ6 and COMT Polymorphisms on Pain Relief After Endotracheal Intubation.
9738510,An Sp1 binding site polymorphism in the COLIA1 gene predicts osteoporotic fractures in both men and women.
10653220,Efficacy of paroxetine in depression is influenced by a functional polymorphism within the promoter of the serotonin transporter gene.
15453913,Single nucleotide polymorphisms in the apolipoprotein B and low density lipoprotein receptor genes affect response to antihypertensive treatment.
19779319,"CYP2B6, CYP2A6 and UGT2B7 genetic polymorphisms are predictors of efavirenz mid-dose concentration in HIV-infected patients."
25303292,Pharmacogenomic testing: the case for CYP2C19 proton pump inhibitor gene-drug pairs.
18070221,"Influence of the CYP2D6*4 polymorphism on dose, switching and discontinuation of antidepressants."
9259381,High-activity catechol-O-methyltransferase allele is more prevalent in polysubstance abusers.
26830411,Influence of CYP2B6 and CYP2C19 polymorphisms on sertraline metabolism in major depression patients.
20877298,The genetics of loop diuretic effects.
19676097,FKBP5 polymorphisms and antidepressant response in geriatric depression.
15564878,The T341C (Ile114Thr) polymorphism of N-acetyltransferase 2 yields slow acetylator phenotype by enhanced protein degradation.
17722074,Pharmacogenetics of morphine: Potential implications in sickle cell disease.
29755652,Correlation of MDR1 gene polymorphism with propofol combined with remifentanil anesthesia in pediatric tonsillectomy.
19604091,Utilization of pharmacogenomics and therapeutic drug monitoring for opioid pain management.
23305245,Trimethoprim-metformin interaction and its genetic modulation by OCT2 and MATE1 transporters.
23492908,Influence of CYP1A1/CYP1A2 and AHR polymorphisms on systemic olanzapine exposure.
22088980,Dosing clopidogrel based on CYP2C19 genotype and the effect on platelet reactivity in patients with stable cardiovascular disease.
26991336,The impact of genetic polymorphisms on the pharmacokinetics of efavirenz in African children.
15226675,"High plasma pravastatin concentrations are associated with single nucleotide polymorphisms and haplotypes of organic anion transporting polypeptide-C (OATP-C, SLCO1B1)."
10683861,Serotonin transporter gene polymorphism and antidepressant response.
17766366,Genetic risk for metabolic syndrome: examination of candidate gene polymorphisms related to lipid metabolism in Japanese people.
26071337,Role of ITPA and SLC28A2 genes in the prediction of anaemia associated with protease inhibitor plus ribavirin and peginterferon in hepatitis C treatment.
19207029,Common sequence variant in lipoprotein lipase gene conferring triglyceride response to fibrate treatment.
18021981,Possible association of CTLA-4 gene polymorphism with cyclosporine-induced gingival overgrowth in kidney transplant recipients.
24892773,PharmGKB summary: very important pharmacogene information for N-acetyltransferase 2.
15284534,Lipid-lowering response to statins is affected by CYP3A5 polymorphism.
24836897,Urinary hydrocodone and metabolite distributions in pain patients.
23166513,RHOA is a modulator of the cholesterol-lowering effects of statin.
16170755,Gilbert syndrome and the development of antiretroviral therapy-associated hyperbilirubinemia.
24345815,Effects of CYP2C19 and P450 oxidoreductase polymorphisms on the population pharmacokinetics of clobazam and N-desmethylclobazam in japanese patients with epilepsy.
24816252,An atlas of genetic influences on human blood metabolites.
20473659,"Discovery of the nonfunctional CYP2D6 31 allele in Spanish, Puerto Rican, and US Hispanic populations."
19576320,Relation of genetic polymorphisms in the cytochrome P450 gene with clopidogrel resistance after drug-eluting stent implantation in Koreans.
25495407,SNPs and taxane toxicity in breast cancer patients.
9103485,Inhibition of cytochrome P450 2D6 metabolism of hydrocodone to hydromorphone does not importantly affect abuse liability.
10353456,A puzzling case of seizures and visual hallucinations during clomipramine treatment with a high dose but causing a low serum concentration.
27740732,Identification of novel variants associated with warfarin stable dosage by use of a two-stage extreme phenotype strategy.
29454235,Donor and recipient P450 gene polymorphisms influence individual pharmacological effects of tacrolimus in Chinese liver transplantation patients.
24217698,Population pharmacokinetic and pharmacogenetic analysis of nevirapine in hypersensitive and tolerant HIV-infected patients from Malawi.
23733030,Pharmacogenetics in major depression: a comprehensive meta-analysis.
27422302,SLC29A1 (ENT1) polymorphisms and outcome of complete remission in acute myeloid leukemia.
18509327,Pharmacogenetic pathway analysis of docetaxel elimination.
21689142,Pharmacokinetics and pharmacodynamics following maintenance doses of prasugrel and clopidogrel in Chinese carriers of CYP2C19 variants.
12656699,The effects of lansoprazole on erosive reflux oesophagitis are influenced by CYP2C19 polymorphism.
24316028,The role of genetic polymorphisms in cytochrome P450 and effects of tuberculosis co-treatment on the predictive value of CYP2B6 SNPs and on efavirenz plasma levels in adult HIV patients.
27541716,Loss-of-function polymorphisms in the organic cation transporter OCT1 are associated with reduced postoperative tramadol consumption.
16645157,Contribution of gene sequence variations of the hepatic cytochrome P450 3A4 enzyme to variability in individual responsiveness to clopidogrel.
20048079,Functional genetic polymorphisms in the aromatase gene CYP19 vary the response of breast cancer patients to neoadjuvant therapy with aromatase inhibitors.
20347093,Genetic involvement in statins induced myopathy. Preliminary data from an observational case-control study.
23252947,Association of carbamazepine major metabolism and transport pathway gene polymorphisms and pharmacokinetics in patients with epilepsy.
21723677,The aldehyde dehydrogenase 2 gene is associated with heroin dependence.
7693389,CYP2D6 phenotype determines the metabolic conversion of hydrocodone to hydromorphone.
15565110,Polymorphisms in FKBP5 are associated with increased recurrence of depressive episodes and rapid response to antidepressant treatment.
25889207,"CYP2B6*6, CYP2B6*18, Body weight and sex are predictors of efavirenz pharmacokinetics and treatment response: population pharmacokinetic modeling in an HIV/AIDS and TB cohort in Zimbabwe."
23686330,Genetic variability at COMT but not at OPRM1 and UGT2B7 loci modulates morphine analgesic response in acute postoperative pain.
28243137,Increased risk of hospitalization for ultrarapid metabolizers of cytochrome P450 2D6.
15590749,"Amitriptyline or not, that is the question: pharmacogenetic testing of CYP2D6 and CYP2C19 identifies patients with low or high risk for side effects in amitriptyline therapy."
16204390,Hemolysis and methemoglobinemia secondary to rasburicase administration.
29352482,Influence of pharmacogenetic polymorphisms and demographic variables on metformin pharmacokinetics in an admixed Brazilian cohort.
23666564,Influence of CYP2C19 polymorphism and concomitant antiepileptic drugs on serum clobazam and N-desmethyl clobazam concentrations in patients with epilepsy.
25042728,Genetic determinants of acenocoumarol and warfarin maintenance dose requirements in Slavic population: a potential role of CYP4F2 and GGCX polymorphisms.
28302415,"A prospective study to assess the association between genotype, phenotype and Prakriti in individuals on phenytoin monotherapy."
21121776,Polymorphisms of the HTR2C gene and antipsychotic-induced weight gain: an update and meta-analysis.
17702092,HTR2C haplotypes and antipsychotics-induced weight gain: X-linked multimarker analysis.
22374717,Clarifying the importance of CYP2C19 and PON1 in the mechanism of clopidogrel bioactivation and in vivo antiplatelet response.
28186161,Genetic variants in interferon-λ 4 influences HCV clearance in Chinese Han population.
23613831,"The KCNH2 genetic polymorphism (1956, C&amp;gt;T) is a novel biomarker that is associated with CCB and α,β-ADR blocker response in EH patients in China."
14729419,Unusual side-effects due to clobazam: a case report with genetic study of CYP2C19.
17015049,Orosomucoid (alpha1-acid glycoprotein) plasma concentration and genetic variants: effects on human immunodeficiency virus protease inhibitor clearance and cellular accumulation.
20504256,Personalized therapy in pain management: where do we stand?
20179710,Influence of pharmacogenetics on response and toxicity in breast cancer patients treated with doxorubicin and cyclophosphamide.
16272958,"Genetic variability of CYP2B6 in populations of African and Asian origin: allele frequencies, novel functional variants, and possible implications for anti-HIV therapy with efavirenz."
24262617,Routine assessment of on-clopidogrel platelet reactivity and gene polymorphisms in predicting clinical outcome following drug-eluting stent implantation in patients with stable coronary artery disease.
26715213,"Comprehensive Pharmacokinetic, Pharmacodynamic and Pharmacogenetic Evaluation of Once-Daily Efavirenz 400 and 600 mg in Treatment-Naïve HIV-Infected Patients at 96 Weeks: Results of the ENCORE1 Study."
10961881,Influence of cytochrome P-450 CYP2C9 polymorphisms on warfarin sensitivity and risk of over-anticoagulation in patients on long-term treatment.
20530282,Pharmacogenetic predictors of adverse events and response to chemotherapy in metastatic colorectal cancer: results from North American Gastrointestinal Intergroup Trial N9741.
19749758,IL28B is associated with response to chronic hepatitis C interferon-alpha and ribavirin therapy.
22328925,Deciphering the interleukin 28B variants that better predict response to pegylated interferon-α and ribavirin therapy in HCV/HIV-1 coinfected patients.
19590397,"5-HTR1A, 5-HTR2A, 5-HTR6, TPH1 and TPH2 polymorphisms and major depression."
20876785,In vitro cytochrome P450-mediated metabolism of exemestane.
24589908,The c.480C&amp;gt;G polymorphism of hOCT1 influences imatinib clearance in patients affected by chronic myeloid leukemia.
29318894,Attempted validation of 44 reported SNPs associated with tacrolimus troughs in a cohort of kidney allograft recipients.
11547828,Association of collagen Ialpha 1 Sp1 polymorphism with the risk of prevalent fractures: a meta-analysis.
9261824,Association between a delta opioid receptor gene polymorphism and heroin dependence in man.
12810179,Meta-analysis of COL1A1 Sp1 polymorphism in relation to bone mineral density and osteoporotic fracture.
25712182,"Effect of clinical factors and gene polymorphism of CYP2C19*2, *17 and CYP4F2*3 on early stent thrombosis."
26265436,Serotonergic gene variation in substance use pharmacotherapy: a systematic review.
29061087,OCT1 pharmacogenetics in pain management: is a clinical application within reach?
9517369,Non-linear fluvoxamine disposition.
24126707,Genetic variation in OPRD1 and the response to treatment for opioid dependence with buprenorphine in European-American females.
18698879,Pharmacogenetics of oral anticoagulants: a basis for dose individualization.
22592842,Oral anticoagulation and VKORC1 polymorphism in patients with a mechanical heart prosthesis: a 6-year follow-up.
17671401,Beta-2-adrenergic receptor polymorphisms and changes in lipids induced by metoprolol.
25939711,Steady-state pharmacokinetics of metformin is independent of the OCT1 genotype in healthy volunteers.
26894931,Cyclophosphamide treatment-induced leukopenia rates in ANCA-associated vasculitis are influenced by variant CYP450 2C9 genotypes.
28379874,Effects of Single Nucleotide Polymorphisms on Surgical and Postsurgical Opioid Requirements: A Systematic Review and Meta-Analysis.
28819312,Shared peptide binding of HLA Class I and II alleles associate with cutaneous nevirapine hypersensitivity and identify novel risk alleles.
26267224,Dissecting ancestry genomic background in substance dependence genome-wide association studies.
4574753,A comparative evaluation of sulfalene-trimethoprim and sulphormethoxine-pyrimethamine against falciparum malaria in Thailand.
16580768,Serotonin transporter polymorphisms and clinical response to sertraline across ethnicities.
24071851,Emerging landscape of oncogenic signatures across human cancers.
22951632,Underlying genetic structure impacts the association between CYP2B6 polymorphisms and response to efavirenz and nevirapine.
23726091,Genetic determinants of high on-treatment platelet reactivity in clopidogrel treated Chinese patients.
19074728,Relative contribution of CYP2C9 and VKORC1 genotypes and early INR response to the prediction of warfarin sensitivity during initiation of therapy.
15650881,Ile118Val genetic polymorphism of CYP3A4 and its effects on lipid-lowering efficacy of simvastatin in Chinese hyperlipidemic patients.
15900213,Genetic variation in the bleomycin hydrolase gene and bleomycin-induced pulmonary toxicity in germ cell cancer patients.
25893859,Elucidating the genomic landscape of breast cancer: how will this affect treatment?
29791011,A Pharmacokinetic and Pharmacogenetic Analysis of Osteosarcoma Patients Treated With High-Dose Methotrexate: Data From the OS2006/Sarcoma-09 Trial.
21121773,Genetic polymorphisms in sex hormone metabolizing genes and drug response in women with epilepsy.
23302985,The effect of OPRM1 and COMT genotypes on the analgesic response to intravenous fentanyl labor analgesia.
21361732,Role of omeprazole dosage and cytochrome P450 2C19 genotype in patients receiving omeprazole-amoxicillin dual therapy for Helicobacter pylori eradication.
12042669,"Effect of apolipoprotein E, peroxisome proliferator-activated receptor alpha and lipoprotein lipase gene mutations on the ability of fenofibrate to improve lipid profiles and reach clinical guideline targets among hypertriglyceridemic patients."
24279860,Genetics of antipsychotic-induced weight gain: update and current perspectives.
10692979,VDR genotype and response to etidronate therapy in late postmenopausal women.
16948615,"Pharmacogenetics and pharmacogenomics: development, science, and translation."
25155930,Voriconazole and atazanavir: a CYP2C19-dependent manageable drug-drug interaction.
12386647,Effect of cytochrome P4502C19 genotypic differences on cure rates for gastroesophageal reflux disease by lansoprazole.
21063236,"Dependency of phenprocoumon dosage on polymorphisms in the VKORC1, CYP2C9, and CYP4F2 genes."
16205777,Polymorphisms in the 5-hydroxytryptamine 2A receptor and CytochromeP4502D6 genes synergistically predict fluvoxamine-induced side effects in japanese depressed patients.
17457342,Megalin genetic polymorphisms and individual sensitivity to the ototoxic effect of cisplatin.
11755554,Caffeine metabolism and the risk of spontaneous abortion of normal karyotype fetuses.
24710841,Effectiveness of clopidogrel dose escalation to normalize active metabolite exposure and antiplatelet effects in CYP2C19 poor metabolizers.
24217698,Population pharmacokinetic and pharmacogenetic analysis of nevirapine in hypersensitive and tolerant HIV-infected patients from Malawi.
20130494,Association of common variants of CYP4A11 and CYP4F2 with stroke in the Han Chinese population.
24101478,Humanized mouse model of glucose 6-phosphate dehydrogenase deficiency for in vivo assessment of hemolytic toxicity.
26491254,A proposal for an individualized pharmacogenetic-guided isoniazid dosage regimen for patients with tuberculosis.
18322281,Genetic determinants of response to warfarin during initial anticoagulation.
26109805,β-2 Adrenergic receptor gene polymorphism and response to propranolol in cirrhosis.
28448657,Association Between SLC16A5 Genetic Variation and Cisplatin-Induced Ototoxic Effects in Adult Patients With Testicular Cancer.
18855529,Interaction between PPARA genotype and beta-blocker treatment influences clinical outcomes following acute coronary syndromes.
25974703,Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for CYP2D6 and CYP2C19 Genotypes and Dosing of Selective Serotonin Reuptake Inhibitors.
25367448,FTO rs9939609 polymorphism is associated with metabolic disturbances and response to HCV therapy in HIV/HCV-coinfected patients.
17485248,CoQ10 deficiency diseases in adults.
29844858,Genetic polymorphism of &lt;i&gt;SLC31A1&lt;/i&gt; is associated with clinical outcomes of platinum-based chemotherapy in non-small-cell lung cancer patients through modulating microRNA-mediated regulation.
26977146,The Impacts of SLC22A1 rs594709 and SLC47A1 rs2289669 Polymorphisms on Metformin Therapeutic Efficacy in Chinese Type 2 Diabetes Patients.
21912424,CYP4A11 variant is associated with high-density lipoprotein cholesterol in women.
28745549,Prior opioid exposure influences parents' sharing of their children's CYP2D6 research results.
26710337,A Randomized Trial of Pharmacogenetic Warfarin Dosing in Naïve Patients with Non-Valvular Atrial Fibrillation.
27767376,Pharmacogenomics and histone deacetylase inhibitors.
27247849,Genetic variation and cognitive dysfunction in opioid-treated patients with cancer.
26779253,An Expanded Analysis of Pharmacogenetics Determinants of Efavirenz Response that Includes 3'-UTR Single Nucleotide Polymorphisms among Black South African HIV/AIDS Patients.
27966227,Tacrolimus dose requirements in paediatric renal allograft recipients are characterized by a biphasic course determined by age and bone maturation.
18680467,Structure/function evaluations of single nucleotide polymorphisms in human N-acetyltransferase 2.
19924111,"Polymorphisms in GRIK4, HTR2A, and FKBP5 show interactive effects in predicting remission to antidepressant treatment."
19057464,Pharmacogenetic association of the APOA1/C3/A4/A5 gene cluster and lipid responses to fenofibrate: the genetics of lipid-lowering drugs and diet network study.
21357676,Sequence variants at CYP1A1-CYP1A2 and AHR associate with coffee consumption.
22293536,PharmGKB summary:  caffeine pathway.
19056598,"Association between glucokinase regulatory protein (GCKR) and apolipoprotein A5 (APOA5) gene polymorphisms and triacylglycerol concentrations in fasting, postprandial, and fenofibrate-treated states."
23612435,An intronic variant in OPRD1 predicts treatment outcome for opioid dependence in African-Americans.
23382909,Glucuronidation by UGT1A1 is the dominant pathway of the metabolic disposition of belinostat in liver cancer patients.
20523342,IGF2BP2 variations influence repaglinide response and risk of type 2 diabetes in Chinese population.
22328925,Deciphering the interleukin 28B variants that better predict response to pegylated interferon-α and ribavirin therapy in HCV/HIV-1 coinfected patients.
8554938,An unequal cross-over event within the CYP2D gene cluster generates a chimeric CYP2D7/CYP2D6 gene which is associated with the poor metabolizer phenotype.
23071495,"Combinatorial pharmacogenetic interactions of bucindolol and β1, α2C adrenergic receptor polymorphisms."
25504915,Factors affecting time to maintenance dose in patients initiating warfarin.
25545243,"Oxidative stress-related genetic polymorphisms are associated with the prognosis of metastatic gastric cancer patients treated with epirubicin, oxaliplatin and 5-fluorouracil combination chemotherapy."
28261382,Efficacy and safety of telaprevir- and simeprevir-based triple therapies for older patients with chronic hepatitis C.
16201835,A C1173T dimorphism in the VKORC1 gene determines coumarin sensitivity and bleeding risk.
27859023,Variants in Pharmacokinetic Transporters and Glycemic Response to Metformin: A Metgen Meta-Analysis.
26670100,"Impact of IL28B, APOH and ITPA Polymorphisms on Efficacy and Safety of TVR- or BOC-Based Triple Therapy in Treatment-Experienced HCV-1 Patients with Compensated Cirrhosis from the ANRS CO20-CUPIC Study."
27524899,Long-term administration of escitalopram in patients with social anxiety disorder in Japan.
28244812,Primary care providers' use of pharmacist support for delivery of pharmacogenetic testing.
20048079,Functional genetic polymorphisms in the aromatase gene CYP19 vary the response of breast cancer patients to neoadjuvant therapy with aromatase inhibitors.
24019752,CYP2C19 polymorphisms in the Thai population and the clinical response to clopidogrel in patients with atherothrombotic-risk factors.
18838503,"Expression and functional analysis of CYP2D6.24, CYP2D6.26, CYP2D6.27, and CYP2D7 isozymes."
23132553,Impact of the CYP4F2 p.V433M polymorphism on coumarin dose requirement: systematic review and meta-analysis.
25115783,Methaemoglobinaemia in a G6PD-deficient child treated with rasburicase.
23530079,An in vivo drug screening model using glucose-6-phosphate dehydrogenase deficient mice to predict the hemolytic toxicity of 8-aminoquinolines.
9517369,Non-linear fluvoxamine disposition.
18330458,Serotonin transporter genotype interacts with paroxetine plasma levels to influence depression treatment response in geriatric patients.
19512956,Antiestrogen pathway (aromatase inhibitor).
22765258,Population pharmacokinetics of unbound mycophenolic acid in adult allogeneic haematopoietic cell transplantation: effect of pharmacogenetic factors.
23384627,Methacholine PC20 in African Americans and whites with asthma with homozygous genotypes at ADRB2 codon 16.
25001883,"Pharmacogenetics of warfarin in a paediatric population: time in therapeutic range, initial and stable dosing and adverse effects."
24353446,"Cytochrome P450 3A4*22, PPAR-α, and ARNT polymorphisms and clopidogrel response."
26880915,Pharmacogenetics of Risperidone and Cardiovascular Risk in Children and Adolescents.
19925424,Arrhythmia pharmacogenomics: methodological considerations.
26857349,Genetic variation among 82 pharmacogenes: The PGRNseq data from the eMERGE network.
25069381,Mechanisms and assessment of statin-related muscular adverse effects.
16722833,Pharmacokinetics and response to pravastatin in paediatric patients with familial hypercholesterolaemia and in paediatric cardiac transplant recipients in relation to polymorphisms of the SLCO1B1 and ABCB1 genes.
18070221,"Influence of the CYP2D6*4 polymorphism on dose, switching and discontinuation of antidepressants."
14998425,CYP2D6 and CYP3A4 involvement in the primary oxidative metabolism of hydrocodone by human liver microsomes.
19019189,Common candidate gene variants are associated with QT interval duration in the general population.
25889207,"CYP2B6*6, CYP2B6*18, Body weight and sex are predictors of efavirenz pharmacokinetics and treatment response: population pharmacokinetic modeling in an HIV/AIDS and TB cohort in Zimbabwe."
28638221,Prevalence of &lt;i&gt;IFNL3&lt;/i&gt; rs4803217 single nucleotide polymorphism and clinical course of chronic hepatitis C.
21254158,Quantitation of pretreatment serum interferon-γ-inducible protein-10 improves the predictive value of an IL28B gene polymorphism for hepatitis C treatment response.
23080225,Genome-wide association study of plasma efavirenz pharmacokinetics in AIDS Clinical Trials Group protocols implicates several CYP2B6 variants.
18618621,SLC6A4 variation and citalopram response.
22006096,"Genomics of ADME gene expression: mapping expression quantitative trait loci relevant for absorption, distribution, metabolism and excretion of drugs in human liver."
28243137,Increased risk of hospitalization for ultrarapid metabolizers of cytochrome P450 2D6.
9689128,Single-nucleotide polymorphism in the human mu opioid receptor gene alters beta-endorphin binding and activity: possible implications for opiate addiction.
26039043,Effects of the CYP3A4*1B Genetic Polymorphism on the Pharmacokinetics of Tacrolimus in Adult Renal Transplant Recipients: A Meta-Analysis.
23646118,Effects of CYP2C19 loss-of-function variants on the eradication of H. pylori infection in patients treated with proton pump inhibitor-based triple therapy regimens: a meta-analysis of randomized clinical trials.
30914949,Association Study Among Candidate Genetic Polymorphisms and Chemotherapy-Related Severe Toxicity in Testicular Cancer Patients.
9653159,Racial variability in the UDP-glucuronosyltransferase 1 (UGT1A1) promoter: a balanced polymorphism for regulation of bilirubin metabolism?
28112181,IL-3 and CTLA4 gene polymorphisms may influence the tacrolimus dose requirement in Chinese kidney transplant recipients.
19890249,The role of organic anion-transporting polypeptides and their common genetic variants in mycophenolic acid pharmacokinetics.
22407409,PharmGKB summary:  very important pharmacogene information for CYP3A5.
24816252,An atlas of genetic influences on human blood metabolites.
27997040,Clinical pharmacogenetics implementation consortium guideline (CPIC) for CYP2D6 and CYP2C19 genotypes and dosing of tricyclic antidepressants: 2016 update.
25916514,FASTKD2 and human memory: functional pathways and prospects for novel therapeutic target development for Alzheimer's disease and age-associated memory decline.
23682072,Characterization of raloxifene glucuronidation: potential role of UGT1A8 genotype on raloxifene metabolism in vivo.
25798582,Involvement of cytochrome P450 1A1 and glutathione S-transferase P1 polymorphisms and promoter hypermethylation in the progression of anti-tuberculosis drug-induced liver injury: a case-control study.
17439540,SLCO1B1 521T--&amp;gt;C functional genetic polymorphism and lipid-lowering efficacy of multiple-dose pravastatin in Chinese coronary heart disease patients.
19371316,CYP2B6 (c.516G--&amp;gt;T) and CYP2A6 (*9B and/or *17) polymorphisms are independent predictors of efavirenz plasma concentrations in HIV-infected patients.
22954510,Delta and kappa opioid receptor polymorphisms influence the effects of naltrexone on subjective responses to alcohol.
26111151,PharmGKB summary: peginterferon-α pathway.
23665868,A meta-analysis of CYP2D6 metabolizer phenotype and metoprolol pharmacokinetics.
29152138,The &lt;i&gt;hOCT1&lt;/i&gt; and &lt;i&gt;ABCB1&lt;/i&gt; polymorphisms do not influence the pharmacodynamics of nilotinib in chronic myeloid leukemia.
26699619,Performance and Value of IFN-Lambda3 and IFN-Lambda4 Genotyping in Patients with Chronic Hepatitis C (CHC) Genotype 2/3 in a Real World Setting.
25844821,Lansoprazole Is Associated with Worsening Asthma Control in Children with the CYP2C19 Poor Metabolizer Phenotype.
16400613,A mutation in para-hydroxybenzoate-polyprenyl transferase (COQ2) causes primary coenzyme Q10 deficiency.
19936169,Drospirenone/ethinyl estradiol 3 mg/20 mug (24/4 day regimen): hormonal contraceptive choices - use of a fourth-generation progestin.
24220207,PharmGKB summary: mycophenolic acid pathway.
21441248,Integration of population pharmacokinetics and pharmacogenetics: an aid to optimal nevirapine dose selection in HIV-infected individuals.
26410689,Development of Human Membrane Transporters: Drug Disposition and Pharmacogenetics.
22951632,Underlying genetic structure impacts the association between CYP2B6 polymorphisms and response to efavirenz and nevirapine.
19119263,G-protein-coupled receptor kinase 4 polymorphisms and blood pressure response to metoprolol among African Americans: sex-specificity and interactions.
27574448,Polymorphism of CYP3A4 and ABCB1 genes increase the risk of neuropathy in breast cancer patients treated with paclitaxel and docetaxel.
18281305,Impact of CYP2B6 983T&amp;gt;C polymorphism on non-nucleoside reverse transcriptase inhibitor plasma concentrations in HIV-infected patients.
20056557,Mu-opioid receptors are not necessary for nortriptyline treatment of neuropathic allodynia.
26801900,Pharmacogenetics driving personalized medicine: analysis of genetic polymorphisms related to breast cancer medications in Italian isolated populations.
22474613,HIV-1 antiretroviral drug therapy.
23859569,OCT1 genetic variants influence the pharmacokinetics of morphine in children.
26991336,The impact of genetic polymorphisms on the pharmacokinetics of efavirenz in African children.
16179085,Safety of the methylene blue plus chloroquine combination in the treatment of uncomplicated falciparum malaria in young children of Burkina Faso [ISRCTN27290841].
25637052,Single nucleotide polymorphisms in ABCB1 and CBR1 can predict toxicity to R-CHOP type regimens in patients with diffuse non-Hodgkin lymphoma.
24729586,Secondary metabolism pathway polymorphisms and plasma efavirenz concentrations in HIV-infected adults with CYP2B6 slow metabolizer genotypes.
26417955,Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for UGT1A1 and Atazanavir Prescribing.
25611810,Pharmacogenetics of plasma efavirenz exposure in HIV-infected adults and children in South Africa.
